cy,fill,radius,cx
164.23,#ff84e2,2.68,177.68
452.69,#ff84e2,2.68,258.73
116.29,#ffe62d,2.68,208.12
270.07,#ffe62d,2.68,108.4599
454.50,#ffe62d,2.68,247.4200
265.25,#ffe62d,2.68,102.7099
89.13,#ff84e2,2.68,270.07
91.57,#ffe62d,2.68,219.0799
127.30,#ff84e2,2.68,184.2
300.36,#ff84e2,2.68,107.5099
93.78,#1481e3,2.68,339.6
70.91,#1481e3,2.68,231.51
460.87,#ffe62d,2.68,153.9599
68.79,#ffe62d,2.68,262.66
104.39,#ffe62d,2.68,183.8399
472.77,#ffe62d,2.68,178.24
54.33,#ffe62d,2.68,245.43
198.33,#1481e3,2.68,90.3299
57.02,#ff84e2,2.68,282.33
49.51,#ffe62d,2.68,239.68
108.02,#ff84e2,2.68,161.2099
481.21,#ff84e2,2.68,161.36
487.98,#ff84e2,2.68,199.74
203.46,#1481e3,2.68,76.2300
62.42,#ffe62d,2.68,356.12
56.41,#ff84e2,2.68,322.01
119.78,#ffe62d,2.68,141.55
46.76,#ff84e2,2.68,310.52
508.02,#1481e3,2.68,226.99
44.95,#1481e3,2.68,321.8300
44.55,#1481e3,2.68,189.99
71.09,#ff84e2,2.68,167.7300
73.65,#ff84e2,2.68,160.68
75.47,#ffe62d,2.68,149.37
82.10,#1481e3,2.68,143.8
81.35,#ff84e2,2.68,139.5299
111.20,#ff84e2,2.68,114.4800
151.01,#ff84e2,2.68,81.0799
142.87,#ffe62d,2.68,78.12
75.78,#ffe62d,2.68,129.5299
304.21,#ffe62d,2.64,280.51
296.08,#1481e3,2.64,277.55
255.08,#ffe62d,2.64,282.58
245.57,#ff84e2,2.64,315.0399
223.85,#1481e3,2.64,343.0499
360.12,#ffe62d,2.64,316.8200
329.20,#1481e3,2.64,357.4500
248.62,#ffe62d,2.64,224.36
353.93,#1481e3,2.64,346.49
368.12,#ffe62d,2.64,275.84
290.68,#ffe62d,2.64,203.75
291.74,#ff84e2,2.64,188.18
398.55,#1481e3,2.64,318.8400
165.38,#1481e3,2.64,313.7899
174.76,#ffe62d,2.64,237.38
261.75,#ffe62d,2.64,169.2799
168.83,#ff84e2,2.64,354.9500
253.66,#ff84e2,2.64,425.73
398.60,#ffe62d,2.64,211.11
160.83,#ff84e2,2.64,395.9299
140.39,#ffe62d,2.64,236.8500
428.10,#1481e3,2.64,313.63
430.35,#1481e3,2.64,326.4199
430.66,#1481e3,2.64,306.58
420.45,#ffe62d,2.64,227.0400
423.45,#ff84e2,2.64,244.1000
148.31,#ff84e2,2.64,411.3300
121.55,#ff84e2,2.64,237.9700
448.00,#1481e3,2.64,296.93
450.26,#1481e3,2.64,309.72
455.39,#1481e3,2.64,295.63
455.70,#1481e3,2.64,275.79
119.08,#ff84e2,2.64,396.7000
122.92,#1481e3,2.64,202.55
152.02,#ff84e2,2.64,173.24
168.61,#ffe62d,2.64,159.32
260.43,#ffe62d,2.64,96.9700
104.08,#ffe62d,2.64,203.68
177.06,#ff84e2,2.64,142.44
203.59,#ffe62d,2.64,120.18
206.91,#ff84e2,2.64,117.3899
97.54,#ff84e2,2.64,360.9199
209.48,#ff84e2,2.64,110.3500
97.23,#ff84e2,2.64,380.76
93.47,#1481e3,2.64,359.4400
178.87,#ffe62d,2.64,131.13
195.46,#1481e3,2.64,117.2200
245.96,#ffe62d,2.64,79.7300
470.33,#ff84e2,2.64,229.24
473.34,#1481e3,2.64,246.2900
93.91,#ffe62d,2.64,383.5499
161.53,#ffe62d,2.64,140.7900
224.12,#ffe62d,2.64,63.8000
416.42,#1481e3,2.64,117.8299
61.98,#1481e3,2.64,332.02
44.68,#ffe62d,2.64,233.94
100.63,#ff84e2,2.64,162.5199
166.97,#ffe62d,2.64,106.8500
190.19,#ff84e2,2.64,87.37
44.37,#ffe62d,2.64,253.7799
40.62,#ff84e2,2.64,232.4599
172.86,#ff84e2,2.64,97.0199
502.89,#1481e3,2.64,241.0799
50.83,#ffe62d,2.64,312
32.79,#ffe62d,2.64,209.6499
128.98,#1481e3,2.64,128.94
164.72,#ffe62d,2.64,94.06
54.73,#ffe62d,2.64,377.27
49.46,#1481e3,2.64,347.4199
193.07,#ff84e2,2.64,60.4800
39.07,#ff84e2,2.64,331.6599
41.01,#ff84e2,2.64,364.2899
78.78,#ff84e2,2.64,146.5799
50.74,#ffe62d,2.64,160.32
13.50,#ffe62d,2.64,186.6700
106.38,#ff84e2,2.64,108.7400
7.89,#ff84e2,2.64,284.4
21.95,#ff84e2,2.64,169.7900
41.85,#ff84e2,2.64,153.0899
273.61,#1481e3,2.60,301.3
291.70,#ffe62d,2.60,295.91
249.95,#ffe62d,2.60,296.68
267.59,#ffe62d,2.60,267.18
234.87,#ffe62d,2.60,319.12
233.05,#ff84e2,2.60,330.4299
216.02,#ff84e2,2.60,320.24
246.05,#ffe62d,2.60,231.4100
336.59,#1481e3,2.60,356.15
373.83,#1481e3,2.60,329.7899
230.62,#1481e3,2.60,381.4299
195.81,#ff84e2,2.60,356.7899
383.47,#1481e3,2.60,341.28
223.23,#1481e3,2.60,382.73
376.57,#ff84e2,2.60,258.96
390.86,#1481e3,2.60,339.98
276.97,#ff84e2,2.60,190.7799
171.27,#ffe62d,2.60,303.95
168.88,#1481e3,2.60,247.2200
254.42,#1481e3,2.60,429.99
193.38,#1481e3,2.60,407.78
403.42,#ffe62d,2.60,216.8500
173.79,#1481e3,2.60,404.64
180.95,#ff84e2,2.60,207.7099
424.34,#ffe62d,2.60,292.31
171.22,#1481e3,2.60,411.6900
168.74,#ff84e2,2.60,203.2699
134.07,#ff84e2,2.60,222.57
434.60,#ffe62d,2.60,264.12
432.65,#ffe62d,2.60,231.4800
445.43,#1481e3,2.60,303.98
106.78,#ff84e2,2.60,240.5799
149.15,#ff84e2,2.60,200.13
159.10,#ff84e2,2.60,191.7799
175.69,#ffe62d,2.60,177.86
99.08,#ff84e2,2.60,261.72
190.02,#1481e3,2.60,151.1499
229.82,#1481e3,2.60,117.75
209.17,#ff84e2,2.60,130.19
111.25,#ffe62d,2.60,373.9
118.85,#ffe62d,2.60,201.07
224.25,#ff84e2,2.60,107.7400
83.56,#ffe62d,2.60,260.06
123.23,#1481e3,2.60,182.7099
159.72,#ff84e2,2.60,152.1000
232.70,#1481e3,2.60,90.8600
86.39,#1481e3,2.60,340.9
214.61,#ff84e2,2.60,96.25
81.26,#1481e3,2.60,355
478.78,#1481e3,2.60,212.36
74.19,#1481e3,2.60,336.4600
56.45,#1481e3,2.60,214.2799
483.16,#ff84e2,2.60,194
485.73,#ff84e2,2.60,186.95
386.43,#ff84e2,2.60,98.93
42.74,#ffe62d,2.60,201.3
85.86,#ff84e2,2.60,165.12
25.84,#ff84e2,2.60,235.06
116.02,#ff84e2,2.60,120.2300
179.05,#1481e3,2.60,67.3500
165.03,#ffe62d,2.60,74.2200
87.98,#ffe62d,2.60,133.9700
32.88,#ffe62d,2.60,361.3300
22.70,#1481e3,2.60,174.06
70.95,#ffe62d,2.60,123.7799
265.16,#ff84e2,2.56,318.1799
279.05,#1481e3,2.56,267.36
242.25,#ffe62d,2.56,317.8200
246.01,#1481e3,2.56,339.14
318.06,#ffe62d,2.56,337.4299
318.81,#ff84e2,2.56,341.6900
340.22,#ffe62d,2.56,333.52
220.85,#ff84e2,2.56,325.99
254.19,#ff84e2,2.56,234.37
213.46,#ff84e2,2.56,327.2899
339.16,#1481e3,2.56,349.1
247.96,#1481e3,2.56,371.77
212.09,#ffe62d,2.56,362.7100
370.07,#ffe62d,2.56,308.47
201.69,#1481e3,2.56,346.9500
222.48,#ff84e2,2.56,378.4600
383.78,#1481e3,2.56,321.4400
383.65,#ff84e2,2.56,277.5
385.46,#ffe62d,2.56,266.19
274.32,#1481e3,2.56,413.2899
174.27,#ff84e2,2.56,321.01
173.52,#ffe62d,2.56,316.75
166.31,#1481e3,2.56,254.26
235.97,#1481e3,2.56,195.81
180.73,#ff84e2,2.56,379.23
274.71,#ff84e2,2.56,177.99
186.30,#1481e3,2.56,389.24
406.56,#1481e3,2.56,277.85
413.33,#1481e3,2.56,316.23
403.11,#ffe62d,2.56,236.69
168.97,#1481e3,2.56,398.89
155.26,#ffe62d,2.56,385.9199
435.48,#1481e3,2.56,312.3300
158.04,#ffe62d,2.56,207.36
171.31,#ff84e2,2.56,196.2200
149.82,#ffe62d,2.56,419.86
146.59,#ff84e2,2.56,207.18
156.54,#ff84e2,2.56,198.8299
123.77,#ffe62d,2.56,358.5
178.25,#ffe62d,2.56,170.81
448.31,#1481e3,2.56,277.09
125.71,#ffe62d,2.56,391.13
170.87,#ffe62d,2.56,172.12
255.30,#ffe62d,2.56,111.06
186.70,#ff84e2,2.56,153.94
216.55,#ff84e2,2.56,128.89
166.05,#ffe62d,2.56,166.37
266.00,#ff84e2,2.56,106.9800
98.95,#ffe62d,2.56,217.7699
111.47,#ffe62d,2.56,202.38
463.39,#1481e3,2.56,254.64
147.20,#ff84e2,2.56,167.5
86.74,#ffe62d,2.56,213.3299
106.65,#ffe62d,2.56,196.63
217.92,#1481e3,2.56,93.4700
253.35,#ffe62d,2.56,78.43
484.93,#1481e3,2.56,290.42
464.19,#ff84e2,2.56,151.1700
475.02,#ffe62d,2.56,191.0400
475.77,#ff84e2,2.56,195.3
126.11,#1481e3,2.56,155.8299
118.72,#1481e3,2.56,157.13
171.79,#ffe62d,2.56,112.5899
208.28,#1481e3,2.56,81.9800
429.38,#ffe62d,2.56,126.5299
493.24,#1481e3,2.56,229.5899
210.10,#ff84e2,2.56,70.6700
350.56,#1481e3,2.56,89.87
61.67,#1481e3,2.56,351.86
202.71,#ff84e2,2.56,71.9700
341.67,#ffe62d,2.56,82.6399
490.10,#ffe62d,2.56,168.5899
68.52,#ff84e2,2.56,174.7699
380.86,#ffe62d,2.56,88.9200
50.97,#ff84e2,2.56,355.9400
25.40,#ffe62d,2.56,210.9599
515.71,#1481e3,2.56,205.8399
30.93,#ffe62d,2.56,328.7000
8.37,#ffe62d,2.56,200.7699
127.79,#ffe62d,2.56,100.57
137.74,#ffe62d,2.56,92.2200
17.84,#ff84e2,2.56,276.05
90.55,#ffe62d,2.56,126.9200
90.11,#1481e3,2.56,102.82
145.74,#ffe62d,2.56,51.2299
259.15,#1481e3,2.52,284.06
327.12,#ff84e2,2.52,280.87
235.62,#ff84e2,2.52,323.39
342.96,#1481e3,2.52,262.69
271.53,#ff84e2,2.52,224.7200
370.82,#ff84e2,2.52,312.74
288.11,#ffe62d,2.52,210.8
370.38,#ffe62d,2.52,288.63
368.70,#1481e3,2.52,343.89
378.83,#ff84e2,2.52,271.75
184.67,#1481e3,2.52,336.77
381.39,#ff84e2,2.52,264.7
176.22,#ff84e2,2.52,353.65
165.96,#ff84e2,2.52,381.8400
163.70,#ff84e2,2.52,369.0399
359.72,#ffe62d,2.52,184.9800
369.67,#ffe62d,2.52,176.63
431.72,#ffe62d,2.52,291.01
426.02,#ff84e2,2.52,237.05
442.87,#1481e3,2.52,311.02
439.73,#ffe62d,2.52,250.0199
440.48,#ff84e2,2.52,254.2900
168.30,#ffe62d,2.52,179.1600
452.82,#1481e3,2.52,302.67
101.65,#ff84e2,2.52,254.6700
118.63,#ffe62d,2.52,372.5900
219.87,#1481e3,2.52,126.1000
106.34,#ffe62d,2.52,216.4700
89.44,#ff84e2,2.52,250.2300
184.44,#ff84e2,2.52,141.14
234.20,#ff84e2,2.52,99.3899
448.35,#ffe62d,2.52,169.36
220.18,#1481e3,2.52,106.2599
464.45,#ffe62d,2.52,239.07
467.02,#ffe62d,2.52,232.0199
96.48,#ffe62d,2.52,376.5
149.02,#ffe62d,2.52,156.18
62.77,#ff84e2,2.52,228.55
62.02,#ffe62d,2.52,224.2900
111.03,#1481e3,2.52,178.2699
134.25,#ffe62d,2.52,158.7900
147.51,#ff84e2,2.52,147.6499
184.00,#ffe62d,2.52,117.0400
207.22,#ff84e2,2.52,97.5500
456.05,#ffe62d,2.52,148.2099
467.95,#ffe62d,2.52,172.5
365.78,#ffe62d,2.52,111.37
78.92,#1481e3,2.52,190.5299
161.84,#ffe62d,2.52,120.94
54.59,#1481e3,2.52,333.3200
114.96,#ffe62d,2.52,135.81
191.25,#1481e3,2.52,71.7900
197.89,#ff84e2,2.52,66.2200
93.56,#ff84e2,2.52,143.9800
169.85,#ffe62d,2.52,79.9599
176.48,#1481e3,2.52,74.3899
33.80,#ffe62d,2.52,301.81
28.54,#1481e3,2.52,271.96
28.98,#ffe62d,2.52,296.07
12.44,#1481e3,2.52,202.25
68.83,#ff84e2,2.52,154.93
105.32,#ffe62d,2.52,124.32
58.13,#ffe62d,2.52,159.0199
150.25,#ffe62d,2.52,76.82
166.84,#1481e3,2.52,62.8999
97.49,#1481e3,2.52,101.5099
89.35,#ff84e2,2.52,98.5500
306.47,#ffe62d,2.48,293.3
312.66,#ff84e2,2.48,263.63
342.78,#ffe62d,2.48,326.47
352.73,#ffe62d,2.48,318.12
355.61,#ffe62d,2.48,291.24
203.07,#ffe62d,2.48,311.54
354.72,#ff84e2,2.48,243.0299
364.81,#1481e3,2.48,278.62
250.43,#1481e3,2.48,213.05
375.51,#ffe62d,2.48,274.54
380.77,#ff84e2,2.48,304.39
186.48,#ff84e2,2.48,325.4500
375.82,#ffe62d,2.48,254.69
378.08,#ffe62d,2.48,267.49
195.50,#ff84e2,2.48,376.63
386.08,#ffe62d,2.48,226.5
387.89,#1481e3,2.48,215.19
405.94,#1481e3,2.48,317.5399
191.12,#1481e3,2.48,394.99
195.95,#1481e3,2.48,400.73
412.57,#ff84e2,2.48,311.97
169.19,#1481e3,2.48,227.37
183.52,#ff84e2,2.48,200.6600
186.08,#ff84e2,2.48,193.62
220.80,#ffe62d,2.48,433.72
163.84,#1481e3,2.48,412.99
184.93,#ff84e2,2.48,424.6599
137.92,#ffe62d,2.48,395.5700
109.79,#1481e3,2.48,257.63
260.12,#ffe62d,2.48,116.81
447.87,#ff84e2,2.48,252.9800
149.46,#ff84e2,2.48,180.2900
229.07,#ff84e2,2.48,113.4900
112.22,#ff84e2,2.48,206.64
142.07,#ff84e2,2.48,181.5899
208.42,#ffe62d,2.48,125.9200
211.73,#ff84e2,2.48,123.1399
187.76,#1481e3,2.48,138.36
84.31,#ff84e2,2.48,264.32
160.47,#1481e3,2.48,156.36
152.33,#ff84e2,2.48,153.3999
294.79,#ffe62d,2.48,97.5
458.30,#ffe62d,2.48,161.01
69.85,#ff84e2,2.48,247.0899
241.14,#ffe62d,2.48,73.9800
94.44,#ffe62d,2.48,192.19
164.10,#ffe62d,2.48,133.74
470.95,#ff84e2,2.48,189.55
123.54,#1481e3,2.48,162.87
471.26,#ff84e2,2.48,169.7099
78.70,#1481e3,2.48,362.0499
476.08,#ff84e2,2.48,175.4599
75.60,#ff84e2,2.48,193.31
154.46,#ffe62d,2.48,122.25
210.85,#1481e3,2.48,74.93
217.48,#ff84e2,2.48,69.3600
343.18,#1481e3,2.48,91.1700
502.27,#1481e3,2.48,280.76
59.41,#1481e3,2.48,339.0700
57.16,#1481e3,2.48,326.27
56.76,#1481e3,2.48,194.44
138.18,#ff84e2,2.48,116.32
171.35,#1481e3,2.48,88.4900
384.93,#1481e3,2.48,90.3999
503.50,#1481e3,2.48,201.3999
27.97,#ffe62d,2.48,203.9100
127.48,#ffe62d,2.48,120.4100
126.73,#1481e3,2.48,116.1399
62.95,#ffe62d,2.48,164.76
35.66,#ffe62d,2.48,182.7699
191.56,#1481e3,2.48,51.9499
18.32,#ffe62d,2.48,192.4200
13.33,#ff84e2,2.48,250.4599
130.35,#ffe62d,2.48,93.5199
140.30,#ffe62d,2.48,85.1700
16.07,#ffe62d,2.48,179.63
19.39,#ff84e2,2.48,176.8399
95.99,#ffe62d,2.48,92.9800
306.16,#ffe62d,2.44,313.15
240.44,#ff84e2,2.44,329.13
230.35,#ffe62d,2.44,293.54
328.76,#ff84e2,2.44,333.3400
347.78,#1481e3,2.44,268.43
210.45,#ffe62d,2.44,310.24
363.44,#ff84e2,2.44,314.0399
239.82,#ff84e2,2.44,368.8099
203.82,#ff84e2,2.44,315.7999
224.30,#ffe62d,2.44,367.15
362.55,#1481e3,2.44,265.83
361.31,#1481e3,2.44,345.1900
370.69,#ffe62d,2.44,268.79
373.25,#ffe62d,2.44,261.74
181.66,#ff84e2,2.44,319.7100
167.82,#ff84e2,2.44,262.79
288.42,#ffe62d,2.44,190.9599
175.16,#ffe62d,2.44,369.22
273.96,#ffe62d,2.44,173.7200
397.23,#1481e3,2.44,246.5199
412.13,#ffe62d,2.44,287.86
198.20,#1481e3,2.44,413.52
215.98,#ffe62d,2.44,427.98
155.70,#ff84e2,2.44,410.03
172.06,#1481e3,2.44,200.49
119.74,#1481e3,2.44,249.2799
153.13,#ff84e2,2.44,417.0700
135.66,#ffe62d,2.44,382.78
263.43,#ff84e2,2.44,114.0199
458.26,#1481e3,2.44,268.74
89.89,#1481e3,2.44,274.33
237.52,#1481e3,2.44,96.6100
104.61,#ff84e2,2.44,379.4600
262.99,#ffe62d,2.44,89.9200
463.12,#ffe62d,2.44,166.75
83.83,#1481e3,2.44,347.9500
62.46,#ff84e2,2.44,248.39
159.28,#ffe62d,2.44,127.9900
215.67,#1481e3,2.44,80.68
393.51,#ff84e2,2.44,117.4700
47.25,#ffe62d,2.44,226.89
57.47,#1481e3,2.44,306.43
120.84,#ff84e2,2.44,125.9800
38.63,#ffe62d,2.44,307.56
23.28,#ff84e2,2.44,242.11
195.63,#ff84e2,2.44,53.4300
114.52,#1481e3,2.44,111.6999
39.29,#ff84e2,2.44,160.14
45.92,#ffe62d,2.44,154.5799
95.68,#ffe62d,2.44,112.8299
91.61,#ff84e2,2.44,111.3399
94.93,#1481e3,2.44,108.56
107.00,#ff84e2,2.44,69.06
284.31,#ffe62d,2.40,297.21
266.53,#1481e3,2.40,282.76
269.10,#1481e3,2.40,275.71
270.91,#ff84e2,2.40,264.4
260.21,#ffe62d,2.40,268.48
277.54,#ffe62d,2.40,258.83
304.52,#ffe62d,2.40,260.67
324.87,#ff84e2,2.40,268.08
225.22,#ffe62d,2.40,307.63
222.66,#ffe62d,2.40,314.6799
317.00,#1481e3,2.40,353.01
217.84,#ffe62d,2.40,308.93
350.92,#ff84e2,2.40,329.4400
344.02,#ffe62d,2.40,247.11
285.55,#ffe62d,2.40,217.8500
284.80,#1481e3,2.40,213.5799
373.70,#ff84e2,2.40,285.85
192.05,#1481e3,2.40,335.4600
189.49,#1481e3,2.40,342.51
277.72,#1481e3,2.40,195.05
215.85,#1481e3,2.40,384.03
186.17,#ff84e2,2.40,345.2999
390.72,#ff84e2,2.40,296.04
166.75,#ffe62d,2.40,278.37
172.95,#ff84e2,2.40,248.7
400.81,#1481e3,2.40,331.63
390.46,#1481e3,2.40,208.14
160.39,#ffe62d,2.40,371.8300
190.90,#ff84e2,2.40,199.36
215.23,#1481e3,2.40,423.7100
432.92,#1481e3,2.40,319.37
433.67,#ffe62d,2.40,323.64
122.30,#1481e3,2.40,242.24
421.20,#ff84e2,2.40,231.3
205.28,#1481e3,2.40,432.0599
377.06,#ffe62d,2.40,175.3299
435.35,#ff84e2,2.40,268.38
184.89,#1481e3,2.40,165.25
187.45,#1481e3,2.40,158.2
274.89,#ffe62d,2.40,114.1999
93.51,#ffe62d,2.40,251.7099
179.31,#ff84e2,2.40,155.24
202.53,#1481e3,2.40,135.75
107.18,#ff84e2,2.40,372.4099
144.64,#ff84e2,2.40,174.5400
204.35,#ff84e2,2.40,124.44
207.66,#1481e3,2.40,121.6600
297.05,#ffe62d,2.40,110.3000
460.38,#ff84e2,2.40,237.5899
474.98,#1481e3,2.40,298.77
205.41,#1481e3,2.40,108.87
83.96,#ffe62d,2.40,391.9
76.44,#1481e3,2.40,349.25
152.64,#ff84e2,2.40,133.56
111.34,#1481e3,2.40,158.43
44.24,#1481e3,2.40,209.8299
67.46,#ffe62d,2.40,190.3500
147.07,#ffe62d,2.40,123.5500
498.07,#1481e3,2.40,235.3399
337.60,#ff84e2,2.40,81.1600
162.15,#ffe62d,2.40,101.1000
215.23,#ff84e2,2.40,56.5699
118.28,#ff84e2,2.40,133.0199
32.92,#ff84e2,2.40,253.6000
41.23,#ff84e2,2.40,192.7799
100.94,#ff84e2,2.40,142.68
506.07,#1481e3,2.40,194.3500
83.60,#ff84e2,2.40,152.3299
186.43,#1481e3,2.40,66.0400
125.97,#ff84e2,2.40,111.88
18.46,#ff84e2,2.40,236.36
20.40,#ff84e2,2.40,269
30.62,#ffe62d,2.40,348.5399
156.89,#1481e3,2.40,71.25
16.78,#ffe62d,2.40,291.62
11.51,#1481e3,2.40,261.77
63.26,#ffe62d,2.40,144.9200
10.45,#ff84e2,2.40,277.35
98.99,#ff84e2,2.40,110.0400
4.57,#ffe62d,2.40,287.18
268.48,#1481e3,2.36,315.39
303.46,#1481e3,2.36,276.25
286.43,#1481e3,2.36,266.06
328.01,#ffe62d,2.36,329.0800
230.04,#ffe62d,2.36,313.38
223.41,#ff84e2,2.36,318.9400
353.48,#ff84e2,2.36,322.39
208.64,#ff84e2,2.36,321.5499
362.68,#ffe62d,2.36,309.77
204.26,#1481e3,2.36,339.9099
200.50,#ffe62d,2.36,318.5900
199.44,#1481e3,2.36,334.1599
193.87,#ff84e2,2.36,324.15
291.43,#ff84e2,2.36,208.0199
330.62,#ff84e2,2.36,214.3
289.18,#ff84e2,2.36,195.2200
383.96,#ff84e2,2.36,257.66
172.02,#ff84e2,2.36,308.22
169.76,#ff84e2,2.36,295.43
169.01,#ffe62d,2.36,291.16
397.05,#ffe62d,2.36,310.31
161.18,#1481e3,2.36,268.36
342.38,#ffe62d,2.36,194.64
170.78,#ff84e2,2.36,387.5800
194.97,#ffe62d,2.36,200.8399
413.94,#1481e3,2.36,276.55
417.70,#ff84e2,2.36,297.87
423.28,#1481e3,2.36,307.88
190.82,#1481e3,2.36,414.8300
152.25,#1481e3,2.36,368.86
363.04,#ff84e2,2.36,182.2
394.84,#ff84e2,2.36,189.7799
415.62,#ffe62d,2.36,221.2900
160.52,#ff84e2,2.36,415.77
194.53,#1481e3,2.36,176.74
247.60,#ffe62d,2.36,132.2
131.15,#ffe62d,2.36,357.1900
143.27,#ffe62d,2.36,209.9599
228.76,#ff84e2,2.36,133.3299
154.28,#ff84e2,2.36,186.0299
217.31,#1481e3,2.36,133.1499
146.89,#ff84e2,2.36,187.3399
460.83,#1481e3,2.36,261.69
109.44,#ff84e2,2.36,385.2100
227.57,#1481e3,2.36,104.9599
133.94,#ffe62d,2.36,178.63
235.26,#1481e3,2.36,83.82
460.56,#ffe62d,2.36,173.8
461.31,#ff84e2,2.36,178.06
475.91,#1481e3,2.36,239.25
77.85,#ff84e2,2.36,206.1000
466.44,#ff84e2,2.36,163.9700
83.74,#1481e3,2.36,196.2699
150.08,#ff84e2,2.36,140.61
203.15,#1481e3,2.36,96.07
59.77,#ffe62d,2.36,211.49
69.36,#1481e3,2.36,330.72
231.50,#ffe62d,2.36,62.4900
295.10,#ffe62d,2.36,77.6600
72.06,#ffe62d,2.36,367.61
81.48,#1481e3,2.36,183.4800
47.69,#ff84e2,2.36,251
135.62,#ff84e2,2.36,123.37
178.74,#1481e3,2.36,87.19
349.06,#ffe62d,2.36,81.3399
52.78,#ffe62d,2.36,344.63
49.77,#1481e3,2.36,327.5800
108.33,#ff84e2,2.36,141.37
77.72,#ffe62d,2.36,162.1600
510.58,#1481e3,2.36,219.94
60.38,#ffe62d,2.36,171.81
199.70,#ffe62d,2.36,54.91
21.46,#1481e3,2.36,253.4200
13.95,#ff84e2,2.36,210.7799
25.67,#1481e3,2.36,298.85
22.66,#ff84e2,2.36,281.79
68.08,#ffe62d,2.36,150.6700
147.69,#ffe62d,2.36,83.87
125.53,#ffe62d,2.36,87.7699
12.40,#ff84e2,2.36,309.98
61.00,#ffe62d,2.36,132.13
147.25,#1481e3,2.36,59.7599
295.02,#ff84e2,2.32,293.13
232.61,#ffe62d,2.32,306.33
238.63,#1481e3,2.32,340.4400
227.79,#ffe62d,2.32,300.58
335.40,#ffe62d,2.32,327.78
336.15,#ff84e2,2.32,332.0399
350.17,#ffe62d,2.32,325.1699
355.30,#ffe62d,2.32,311.08
331.77,#1481e3,2.32,350.4
363.88,#1481e3,2.32,338.14
208.02,#ff84e2,2.32,361.23
201.25,#ff84e2,2.32,322.85
358.79,#ffe62d,2.32,244.51
376.26,#ff84e2,2.32,278.8
378.52,#ff84e2,2.32,291.59
190.99,#ff84e2,2.32,351.0399
234.91,#ff84e2,2.32,211.39
173.83,#ffe62d,2.32,296.91
172.46,#1481e3,2.32,332.3200
394.35,#1481e3,2.32,273.41
252.16,#1481e3,2.32,417.2000
408.50,#1481e3,2.32,310.49
367.86,#ff84e2,2.32,187.95
159.02,#1481e3,2.32,407.24
427.65,#ff84e2,2.32,289.52
158.79,#ff84e2,2.32,211.62
132.21,#ff84e2,2.32,341.62
130.75,#ffe62d,2.32,225.36
433.40,#ff84e2,2.32,235.75
121.86,#ff84e2,2.32,218.13
121.20,#ffe62d,2.32,365.5499
96.52,#ff84e2,2.32,268.77
113.50,#ffe62d,2.32,386.6900
138.76,#ffe62d,2.32,184.37
114.03,#ffe62d,2.32,195.3299
296.30,#1481e3,2.32,106.0299
453.17,#ffe62d,2.32,175.1000
139.82,#ff84e2,2.32,168.8
242.65,#1481e3,2.32,82.5099
453.48,#ffe62d,2.32,155.26
258.17,#ffe62d,2.32,84.1700
96.17,#ffe62d,2.32,396.3400
85.24,#ff84e2,2.32,204.8
187.32,#ff84e2,2.32,114.25
210.54,#1481e3,2.32,94.7699
309.56,#ffe62d,2.32,94.8999
195.77,#1481e3,2.32,97.38
259.23,#ff84e2,2.32,68.6000
71.31,#1481e3,2.32,363.35
55.96,#ffe62d,2.32,297.9
379.05,#ff84e2,2.32,100.2300
63.17,#ff84e2,2.32,360.39
38.05,#ff84e2,2.32,239.5
109.08,#1481e3,2.32,145.64
205.27,#ff84e2,2.32,64.9200
211.91,#ffe62d,2.32,59.3500
377.54,#1481e3,2.32,91.6999
505.45,#1481e3,2.32,234.0400
38.94,#ffe62d,2.32,287.72
51.19,#ff84e2,2.32,184.43
28.10,#ff84e2,2.32,247.86
23.59,#ff84e2,2.32,222.2699
43.05,#ffe62d,2.32,181.4599
38.76,#ff84e2,2.32,351.5
7.31,#1481e3,2.32,216.3500
153.57,#ff84e2,2.32,74.0400
169.41,#1481e3,2.32,55.8600
71.71,#ff84e2,2.32,128.0400
88.29,#ffe62d,2.32,114.13
298.02,#1481e3,2.29,310.18
258.39,#ff84e2,2.29,279.8
268.17,#1481e3,2.29,335.23
316.73,#ffe62d,2.29,265.11
325.62,#1481e3,2.29,272.34
331.19,#ffe62d,2.29,282.35
249.37,#ff84e2,2.29,228.62
376.39,#1481e3,2.29,322.75
199.13,#1481e3,2.29,354
252.25,#ff84e2,2.29,201.74
347.65,#ff84e2,2.29,224.49
380.02,#ffe62d,2.29,300.12
375.02,#ff84e2,2.29,358.1599
165.25,#ff84e2,2.29,269.84
259.19,#ffe62d,2.29,176.3299
335.75,#ff84e2,2.29,200.2
386.83,#ff84e2,2.29,230.7699
175.82,#ff84e2,2.29,221.81
353.09,#ff84e2,2.29,190.55
411.69,#1481e3,2.29,263.76
197.54,#ffe62d,2.29,193.8
153.00,#ffe62d,2.29,373.13
200.10,#ffe62d,2.29,186.75
420.58,#ff84e2,2.29,270.99
196.03,#ff84e2,2.29,185.2699
416.38,#ff84e2,2.29,225.56
225.62,#ffe62d,2.29,439.47
139.42,#1481e3,2.29,404.1
163.17,#ffe62d,2.29,193.26
232.08,#1481e3,2.29,130.55
181.57,#ff84e2,2.29,168.0299
444.55,#ffe62d,2.29,255.7699
104.52,#ff84e2,2.29,227.7799
